execid,EXEC_FULL_NAME,Compared_Chen2016,TYPE,TWITTER ACCOUNT,First_join,First_tweet,Comments,Number_follower,Number_following,Tweet_time,Tweet_text
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-12-31 18:01:21,"b'Excellent article focused on both strategy and the difference management style can make.\n""In remodelling itself to\xe2\x80\xa6https://t.co/8qZMMf8C9s'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-12-09 13:50:01,b'Calling all Maryland cybersecurity startups | MDBIZNews https://t.co/3hYqAB0Hd5'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-12-05 13:52:20,b'Port of Baltimore inks major carrier | MDBIZNews https://t.co/qzsy6CEtch'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-12-03 15:33:58,"b'Great to see Wayne Jackson, CEO of Sonatype, (and his interview questions) included in this piece.  Having taken bot\xe2\x80\xa6https://t.co/H5UZzI1gzb'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-11-25 13:46:21,"b""In today's NY Times, Gartner's Thomas Bittman says, \xe2\x80\x9cA typical large enterprise has on average 24 cloud services fro\xe2\x80\xa6https://t.co/nyN7UBTddg"""
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-11-06 22:30:56,b'Good story focused on the Baltimore tech start-up community. https://t.co/bf7J1633i2'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-11-03 16:02:29,"b""Some expected universities and some surprises in Ponemon Institute's list of the 12 Best Schools for Cybersecurity i\xe2\x80\xa6https://t.co/ysvu3qiUZ8"""
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-11-03 13:25:44,"b'""For the third straight quarter, staffing issues\xe2\x80\x94including recruiting, assimilating, and retaining quality professio\xe2\x80\xa6https://t.co/6aedCN1qp9'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-11-02 17:23:30,"b'""...the city has much to offer. Houses are cheaper than in Washington, an hour to the south. Unlike many suburbs, th\xe2\x80\xa6https://t.co/6bAnZroQgh'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-08-25 15:11:05,"b'Interesting post from CA Technologies that supports the notion of the ""all x86, software-defined data center"":  \n""A\xe2\x80\xa6https://t.co/U1FLeqOay0'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-08-17 17:54:40,"b'An interesting and somewhat contrarian view:  ""The most striking thing about the research data compiled by the likes\xe2\x80\xa6https://t.co/D934PmMZOv'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-07-29 21:15:10,b'2Q 2015 Middle Market Indicator Reports 6.6% Revenue Growth https://t.co/6aedCN1qp9'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-07-28 18:51:05,"b'""...the epiphany being that you have to believe you can succeed in order to do so.""  Terrific article by Jim Thompso\xe2\x80\xa6https://t.co/Ns0ifQNKD3'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-07-16 13:59:35,"b'""While several peer vendors are more focused on developing and implementing solutions that detect security issues af\xe2\x80\xa6https://t.co/gEsdFU34Qs'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-07-01 20:52:59,b'The continuing evolution of self-service. http://t.co/0xBDrTs0Ef'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-06-30 23:25:43,"b'"" At 7.4%, the growth rate is nearly one full percentage point higher than what firms reported in Q1 2014."" https://t.co/6aedCN1qp9'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-06-18 01:09:12,"b'Simon Moss of Pneuron makes excellent points about east coast vs. west coast IT innovation:  ""But more importantly w\xe2\x80\xa6https://t.co/cNKOkw91A0'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-06-15 14:36:50,b'Analytics on the Edge https://t.co/d1VQpjO2pH'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-05-29 13:19:31,b'This security assessment by Intel highlights another reason to choose Forward! by Unisys to build an all x86 softwar\xe2\x80\xa6https://t.co/puKqN4jTeS'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-05-23 17:19:05,b'Congratulations to Ann and her team on achieving this milestone for Unisys ClearPath.  The most powerful versions of\xe2\x80\xa6https://t.co/zNOiBGuzDX'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-05-22 21:31:49,"b'Great example of how long it can take and how much hard work is required to create an ""overnight success."" http://t.co/H6e5RsIq3Y'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-05-18 15:04:02,"b'While this column is focused on consumers, it raises good questions relevant to enterprise IT support.\nhttps://t.co/SZE12xYKQ3'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-05-15 15:00:20,b'Good insight on the state of U.S. middle market firms. https://t.co/6aedCN1qp9'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-04-30 16:28:02,b'Well done! https://t.co/BxdvHPgskj'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-04-30 16:20:37,"b'@OldBroncoGuy , Well done, friend!'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-04-18 15:42:24,"b'Interesting review that highlights the connection between Steve Jobs and Edwin Land of Polaroid, another business gi\xe2\x80\xa6https://t.co/3mCAWNp9vI'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-04-02 16:11:19,b'Congratulations to Unisys on receiving the Corporate Innovation Award from IEEE. https://t.co/uMu2XPO82I'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-03-30 14:25:07,"b'Congratulations, PV.  You make a great point.  ""I urge all of you to take more risks and leverage the best technolog\xe2\x80\xa6https://t.co/NSyZA7l4v3'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-03-24 23:45:55,b'Another example of the leadership Unisys has provided to the IT industry.  Great engineers like Ann Thureen continue\xe2\x80\xa6http://t.co/gJsthaMHbZ'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-03-12 20:44:07,b'The internet of things and big data: Unlocking the power | ZDNet https://t.co/ZAZUds7P0n'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-03-06 19:51:18,b'How state governments are addressing cybersecurity https://t.co/oWKW0fy0Hs'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-03-04 18:15:48,"b'""In an era when digital devices talk to one another to accomplish tasks, how will industries protect conversations b\xe2\x80\xa6https://t.co/Bxp6o0QoY6'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-02-27 17:06:35,"b'Good post placing the ""all x86 software-defined data center"" within the context of bimodal IT. https://t.co/57nDpQopBh'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-01-15 00:21:43,"b""It's becoming difficult to distinguish between microeconomics, data science and marketing.\n\nhttps://t.co/VO8nx4Poyv"""
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2015-01-05 18:02:34,"b'""But the days when critical infrastructure in the U.S. will remain untouched are probably drawing to a close.""  https://t.co/6K4xXhflSl'"
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2014-12-05 11:03:57,b'Modern Logistics Selects Unisys Logistics Management System Cloud Service for Domestic and International Cargo Opera\xe2\x80\xa6http://t.co/OBrqm8SN9Q'
31412,J. Edward Coleman,YES,Green,@colemaned,24/05/2009,29/05/2012,New,532,61,2014-12-05 11:02:51,b'P&amp;O Ferrymasters Selects Forward! by Unisys Platform to Power Its Mission-Critical Freight Management System http://t.co/6KReP68xds'
